date,close_BRK,close_SP500,high_BRK,high_SP500,low_BRK,low_SP500,open_BRK,open_SP500
1997-11-03,29.639999389648438,1252.9599609375,29.65999984741211,1252.9599609375,29.360000610351562,1252.9599609375,29.420000076293945,1252.9599609375
1997-11-04,29.540000915527344,1255.3299560546875,29.6200008392334,1255.3299560546875,29.31999969482422,1255.3299560546875,29.5,1255.3299560546875
1997-11-05,29.399999618530273,1258.1800537109375,29.65999984741211,1258.1800537109375,29.34000015258789,1258.1800537109375,29.600000381469727,1258.1800537109375
1997-11-06,29.399999618530273,1251.969970703125,29.520000457763672,1251.969970703125,29.34000015258789,1251.969970703125,29.5,1251.969970703125
1997-11-07,29.219999313354492,1238.199951171875,29.399999618530273,1238.199951171875,29.139999389648438,1238.199951171875,29.200000762939453,1238.199951171875
1997-11-10,29.34000015258789,1229.7900390625,29.440000534057617,1229.7900390625,29.18000030517578,1229.7900390625,29.219999313354492,1229.7900390625
1997-11-11,29.239999771118164,1233.3299560546875,29.420000076293945,1233.3299560546875,29.239999771118164,1233.3299560546875,29.360000610351562,1233.3299560546875
1997-11-12,29.079999923706055,1209.8199462890625,29.5,1209.8199462890625,29.079999923706055,1209.8199462890625,29.360000610351562,1209.8199462890625
1997-11-13,29.280000686645508,1224.199951171875,29.31999969482422,1224.199951171875,29.1200008392334,1224.199951171875,29.200000762939453,1224.199951171875
1997-11-14,29.700000762939453,1239.8800048828125,29.700000762939453,1239.8800048828125,29.399999618530273,1239.8800048828125,29.399999618530273,1239.8800048828125
1997-11-17,30.399999618530273,1263.760009765625,30.799999237060547,1263.760009765625,29.860000610351562,1263.760009765625,29.860000610351562,1263.760009765625
1997-11-18,30.399999618530273,1253.260009765625,30.65999984741211,1253.260009765625,30.399999618530273,1253.260009765625,30.459999084472656,1253.260009765625
1997-11-19,30.540000915527344,1261.949951171875,30.579999923706055,1261.949951171875,30.3799991607666,1261.949951171875,30.3799991607666,1261.949951171875
1997-11-20,30.719999313354492,1281.18994140625,30.780000686645508,1281.18994140625,30.5,1281.18994140625,30.600000381469727,1281.18994140625
1997-11-21,29.860000610351562,1286.68994140625,30.899999618530273,1286.68994140625,29.5,1286.68994140625,30.719999313354492,1286.68994140625
1997-11-24,29.760000228881836,1264.7900390625,29.899999618530273,1264.7900390625,29.600000381469727,1264.7900390625,29.600000381469727,1264.7900390625
1997-11-25,29.780000686645508,1270.47998046875,30.040000915527344,1270.47998046875,29.639999389648438,1270.47998046875,29.920000076293945,1270.47998046875
1997-11-26,29.700000762939453,1271.8299560546875,29.84000015258789,1271.8299560546875,29.559999465942383,1271.8299560546875,29.84000015258789,1271.8299560546875
1997-11-28,30.15999984741211,1276.8900146484375,30.15999984741211,1276.8900146484375,29.81999969482422,1276.8900146484375,29.860000610351562,1276.8900146484375
1997-12-01,30.399999618530273,1302.8199462890625,30.600000381469727,1302.8199462890625,30.34000015258789,1302.8199462890625,30.399999618530273,1302.8199462890625
1997-12-02,30.559999465942383,1298.699951171875,30.959999084472656,1298.699951171875,30.3799991607666,1298.699951171875,30.399999618530273,1298.699951171875
1997-12-03,30.3799991607666,1305.8399658203125,30.540000915527344,1305.8399658203125,30.299999237060547,1305.8399658203125,30.5,1305.8399658203125
1997-12-04,30.600000381469727,1300.97998046875,30.780000686645508,1300.97998046875,30.299999237060547,1300.97998046875,30.3799991607666,1300.97998046875
1997-12-05,30.799999237060547,1315.280029296875,30.81999969482422,1315.280029296875,30.600000381469727,1315.280029296875,30.6200008392334,1315.280029296875
1997-12-08,30.799999237060547,1313.469970703125,31.0,1313.469970703125,30.700000762939453,1313.469970703125,31.0,1313.469970703125
1997-12-09,30.5,1304.6600341796875,30.860000610351562,1304.6600341796875,30.5,1304.6600341796875,30.799999237060547,1304.6600341796875
1997-12-10,30.239999771118164,1296.739990234375,30.559999465942383,1296.739990234375,30.239999771118164,1296.739990234375,30.440000534057617,1296.739990234375
1997-12-11,30.15999984741211,1277.219970703125,30.239999771118164,1277.219970703125,29.959999084472656,1277.219970703125,30.15999984741211,1277.219970703125
1997-12-12,30.200000762939453,1275.1600341796875,30.239999771118164,1275.1600341796875,30.100000381469727,1275.1600341796875,30.200000762939453,1275.1600341796875
1997-12-15,30.700000762939453,1288.56005859375,30.719999313354492,1288.56005859375,30.200000762939453,1288.56005859375,30.200000762939453,1288.56005859375
1997-12-16,30.799999237060547,1294.780029296875,30.920000076293945,1294.780029296875,30.540000915527344,1294.780029296875,30.600000381469727,1294.780029296875
1997-12-17,30.8799991607666,1291.52001953125,31.059999465942383,1291.52001953125,30.799999237060547,1291.52001953125,30.799999237060547,1291.52001953125
1997-12-18,30.739999771118164,1277.8900146484375,30.920000076293945,1277.8900146484375,30.600000381469727,1277.8900146484375,30.920000076293945,1277.8900146484375
1997-12-19,30.84000015258789,1266.5,30.84000015258789,1266.5,30.100000381469727,1266.5,30.459999084472656,1266.5
1997-12-22,30.579999923706055,1275.780029296875,30.799999237060547,1275.780029296875,30.559999465942383,1275.780029296875,30.639999389648438,1275.780029296875
1997-12-23,30.520000457763672,1256.3199462890625,30.719999313354492,1256.3199462890625,30.520000457763672,1256.3199462890625,30.65999984741211,1256.3199462890625
1997-12-24,30.559999465942383,1247.75,30.700000762939453,1247.75,30.520000457763672,1247.75,30.520000457763672,1247.75
1997-12-26,30.600000381469727,1252.7900390625,30.600000381469727,1252.7900390625,30.540000915527344,1252.7900390625,30.600000381469727,1252.7900390625
1997-12-29,30.739999771118164,1275.81005859375,30.799999237060547,1275.81005859375,30.559999465942383,1275.81005859375,30.700000762939453,1275.81005859375
1997-12-30,30.780000686645508,1299.3399658203125,30.780000686645508,1299.3399658203125,30.540000915527344,1299.3399658203125,30.739999771118164,1299.3399658203125
1997-12-31,30.780000686645508,1298.8199462890625,30.780000686645508,1298.8199462890625,30.520000457763672,1298.8199462890625,30.760000228881836,1298.8199462890625
1998-01-02,30.579999923706055,1305.0400390625,30.780000686645508,1305.0400390625,30.579999923706055,1305.0400390625,30.780000686645508,1305.0400390625
1998-01-05,31.100000381469727,1307.780029296875,31.1200008392334,1307.780029296875,30.84000015258789,1307.780029296875,30.920000076293945,1307.780029296875
1998-01-06,31.18000030517578,1293.800048828125,31.280000686645508,1293.800048828125,30.780000686645508,1293.800048828125,31.200000762939453,1293.800048828125
1998-01-07,31.459999084472656,1290.6600341796875,31.459999084472656,1290.6600341796875,30.799999237060547,1290.6600341796875,31.219999313354492,1290.6600341796875
1998-01-08,31.799999237060547,1280.0699462890625,31.84000015258789,1280.0699462890625,31.420000076293945,1280.0699462890625,31.639999389648438,1280.0699462890625
1998-01-09,31.440000534057617,1242.0999755859375,31.899999618530273,1242.0999755859375,31.440000534057617,1242.0999755859375,31.899999618530273,1242.0999755859375
1998-01-12,31.239999771118164,1257.530029296875,31.239999771118164,1257.530029296875,30.700000762939453,1257.530029296875,30.700000762939453,1257.530029296875
1998-01-13,31.440000534057617,1274.8699951171875,31.440000534057617,1274.8699951171875,31.280000686645508,1274.8699951171875,31.280000686645508,1274.8699951171875
1998-01-14,31.3799991607666,1282.7099609375,31.5,1282.7099609375,31.200000762939453,1282.7099609375,31.459999084472656,1282.7099609375
1998-01-15,31.440000534057617,1273.0999755859375,31.440000534057617,1273.0999755859375,31.280000686645508,1273.0999755859375,31.399999618530273,1273.0999755859375
1998-01-16,31.739999771118164,1287.530029296875,31.799999237060547,1287.530029296875,31.440000534057617,1287.530029296875,31.559999465942383,1287.530029296875
1998-01-20,32.63999938964844,1310.4300537109375,32.65999984741211,1310.4300537109375,31.940000534057617,1310.4300537109375,32.060001373291016,1310.4300537109375
1998-01-21,33.36000061035156,1300.0799560546875,33.5,1300.0799560546875,32.86000061035156,1300.0799560546875,32.86000061035156,1300.0799560546875
1998-01-22,33.0,1289.6800537109375,33.400001525878906,1289.6800537109375,32.959999084472656,1289.6800537109375,33.400001525878906,1289.6800537109375
1998-01-23,32.939998626708984,1282.4000244140625,33.29999923706055,1282.4000244140625,32.900001525878906,1282.4000244140625,33.119998931884766,1282.4000244140625
1998-01-26,32.880001068115234,1281.5400390625,33.060001373291016,1281.5400390625,32.880001068115234,1281.5400390625,33.040000915527344,1281.5400390625
1998-01-27,33.279998779296875,1297.699951171875,33.279998779296875,1297.699951171875,32.84000015258789,1297.699951171875,32.959999084472656,1297.699951171875
1998-01-28,33.400001525878906,1309.31005859375,33.400001525878906,1309.31005859375,33.2400016784668,1309.31005859375,33.36000061035156,1309.31005859375
1998-01-29,33.7400016784668,1320.1600341796875,33.7400016784668,1320.1600341796875,33.36000061035156,1320.1600341796875,33.400001525878906,1320.1600341796875
1998-01-30,33.540000915527344,1313.18994140625,33.86000061035156,1313.18994140625,33.540000915527344,1313.18994140625,33.79999923706055,1313.18994140625
1998-02-02,34.599998474121094,1341.3199462890625,34.79999923706055,1341.3199462890625,33.84000015258789,1341.3199462890625,33.86000061035156,1341.3199462890625
1998-02-03,35.20000076293945,1347.719970703125,35.20000076293945,1347.719970703125,34.79999923706055,1347.719970703125,34.86000061035156,1347.719970703125
1998-02-04,35.15999984741211,1349.1099853515625,35.2599983215332,1349.1099853515625,35.119998931884766,1349.1099853515625,35.20000076293945,1349.1099853515625
1998-02-05,35.65999984741211,1344.77001953125,35.84000015258789,1344.77001953125,35.2599983215332,1344.77001953125,35.36000061035156,1344.77001953125
1998-02-06,35.58000183105469,1356.9599609375,35.880001068115234,1356.9599609375,35.560001373291016,1356.9599609375,35.70000076293945,1356.9599609375
1998-02-09,35.720001220703125,1354.75,35.79999923706055,1354.75,35.65562438964844,1354.75,35.79999923706055,1354.75
1998-02-10,35.7400016784668,1365.8499755859375,35.7599983215332,1365.8499755859375,35.63999938964844,1365.8499755859375,35.720001220703125,1365.8499755859375
1998-02-11,36.060001373291016,1367.489990234375,36.29999923706055,1367.489990234375,35.86000061035156,1367.489990234375,35.91999816894531,1367.489990234375
1998-02-12,35.880001068115234,1373.1600341796875,36.060001373291016,1373.1600341796875,35.7400016784668,1373.1600341796875,36.060001373291016,1373.1600341796875
1998-02-13,36.08000183105469,1367.77001953125,36.08000183105469,1367.77001953125,35.65999984741211,1367.77001953125,35.65999984741211,1367.77001953125
1998-02-17,36.68000030517578,1371.4100341796875,36.7599983215332,1371.4100341796875,36.400001525878906,1371.4100341796875,36.439998626708984,1371.4100341796875
1998-02-18,36.63999938964844,1384.239990234375,36.68000030517578,1384.239990234375,36.459999084472656,1384.239990234375,36.68000030517578,1384.239990234375
1998-02-19,36.599998474121094,1379.18994140625,36.68000030517578,1379.18994140625,36.459999084472656,1379.18994140625,36.68000030517578,1379.18994140625
1998-02-20,36.65999984741211,1387.1600341796875,36.68000030517578,1387.1600341796875,36.540000915527344,1387.1600341796875,36.599998474121094,1387.1600341796875
1998-02-23,37.099998474121094,1392.4599609375,37.13999938964844,1392.4599609375,36.70000076293945,1392.4599609375,36.7599983215332,1392.4599609375
1998-02-24,36.5,1382.2900390625,37.279998779296875,1382.2900390625,36.5,1382.2900390625,37.13999938964844,1382.2900390625
1998-02-25,36.91999816894531,1399.0400390625,36.959999084472656,1399.0400390625,36.599998474121094,1399.0400390625,36.599998474121094,1399.0400390625
1998-02-26,36.959999084472656,1406.949951171875,37.13999938964844,1406.949951171875,36.7400016784668,1406.949951171875,37.08000183105469,1406.949951171875
1998-02-27,37.20000076293945,1407.9000244140625,37.20000076293945,1407.9000244140625,36.91999816894531,1407.9000244140625,37.0,1407.9000244140625
1998-03-02,37.63999938964844,1405.72998046875,37.65999984741211,1405.72998046875,37.31999969482422,1405.72998046875,37.380001068115234,1405.72998046875
1998-03-03,38.099998474121094,1411.5400390625,38.099998474121094,1411.5400390625,37.540000915527344,1411.5400390625,37.560001373291016,1411.5400390625
1998-03-04,38.47999954223633,1405.56005859375,38.47999954223633,1405.56005859375,38.099998474121094,1405.56005859375,38.31999969482422,1405.56005859375
1998-03-05,38.599998474121094,1389.27001953125,38.65999984741211,1389.27001953125,38.2400016784668,1389.27001953125,38.47999954223633,1389.27001953125
1998-03-06,39.400001525878906,1417.0999755859375,39.86000061035156,1417.0999755859375,38.779998779296875,1417.0999755859375,38.79999923706055,1417.0999755859375
1998-03-09,39.220001220703125,1412.5799560546875,39.86000061035156,1412.5799560546875,39.0,1412.5799560546875,39.540000915527344,1412.5799560546875
1998-03-10,39.959999084472656,1428.6300048828125,40.0,1428.6300048828125,39.220001220703125,1428.6300048828125,39.459999084472656,1428.6300048828125
